Geneid	Chr	Start	End	Strand	Length	Col_0h_rep1.Aligned.sortedByCoord.out.bam	Col_0h_rep2.Aligned.sortedByCoord.out.bam	Col_0h_rep3.Aligned.sortedByCoord.out.bam	Col_3h_rep1.Aligned.sortedByCoord.out.bam	Col_3h_rep2.Aligned.sortedByCoord.out.bam	Col_3h_rep3.Aligned.sortedByCoord.out.bam
gene-AT1G17580	CP002684.1	6039250	6049685	+	10436	2893	2858	2913	2752	3278	2533
gene-AT1G17590	CP002684.1	6050164	6052628	-	2465	376	350	293	410	302	369
gene-AT1G17600	CP002684.1	6052936	6058114	-	5179	145	120	120	168	170	126
gene-AT1G17610	CP002684.1	6054922	6058357	+	3436	76	71	55	114	108	79
gene-AT1G17615	CP002684.1	6059389	6060851	+	1463	6	0	0	4	2	0
gene-AT1G17620	CP002684.1	6061895	6063362	+	1468	1585	1576	1733	2326	2538	2274
gene-AT1G17630	CP002684.1	6064482	6067151	+	2670	107	97	102	102	128	82
gene-AT1G17640	CP002684.1	6067086	6069392	-	2307	266	258	310	408	390	360
gene-AT1G17650	CP002684.1	6069424	6072140	-	2717	2440	2732	2467	2398	2513	2356
gene-AT1G17665	CP002684.1	6072153	6074525	-	2373	18	22	22	38	72	34
gene-AT1G17660	CP002684.1	6075820	6075891	+	72	0	0	0	0	0	0
gene-AT1G17670	CP002684.1	6075945	6076018	-	74	0	0	0	0	0	0
gene-AT1G17680	CP002684.1	6076071	6082395	+	6325	1308	1152	1145	1385	1248	1282
gene-AT1G17690	CP002684.1	6082722	6088381	-	5660	1204	1340	1346	1320	1526	1300
gene-AT1G17700	CP002684.1	6089460	6090339	+	880	178	188	146	98	102	90
gene-AT1G17710	CP002684.1	6090405	6092027	-	1623	46	6	16	12	20	14
gene-AT1G17720	CP002684.1	6093185	6098443	-	5259	3007	2939	2903	3291	3494	3224
gene-AT1G17730	CP002684.1	6099039	6100397	+	1359	1334	1275	1178	1435	1586	1320
gene-AT1G17744	CP002684.1	6100961	6101983	-	1023	20	4	2	0	2	0
gene-AT1G17745	CP002684.1	6100964	6105347	+	4384	3224	2312	2066	1652	1826	1428
gene-AT1G05317	CP002684.1	6103076	6103654	-	579	0	0	0	0	0	0
gene-AT1G17750	CP002684.1	6106323	6110120	+	3798	158	148	118	204	233	148
gene-AT1G05323	CP002684.1	6106370	6106594	-	225	0	0	0	0	0	0
gene-AT1G05327	CP002684.1	6106381	6107119	-	739	0	0	0	0	0	0
gene-AT1G17760	CP002684.1	6110107	6116617	-	6511	1473	1326	1440	1268	1384	1272
gene-AT1G17770	CP002684.1	6120741	6122822	+	2082	0	0	0	0	0	0
gene-AT1G17780	CP002684.1	6123567	6125339	+	1773	881	658	698	1074	999	942
gene-AT1G17790	CP002684.1	6125278	6127567	-	2290	502	502	449	634	632	612
gene-AT1G17800	CP002684.1	6128823	6129508	+	686	0	0	0	0	0	0
gene-AT1G17810	CP002684.1	6130025	6131627	+	1603	0	0	0	0	0	0
gene-AT1G05333	CP002684.1	6131064	6135345	-	4282	0	0	0	0	2	2
gene-AT1G17820	CP002684.1	6131537	6135345	-	3809	0	0	0	0	0	0
gene-AT1G17830	CP002684.1	6135751	6138500	-	2750	266	218	202	176	186	204
gene-AT1G17840	CP002684.1	6142402	6146521	+	4120	4234	4594	4380	3626	3868	3163
gene-AT1G05337	CP002684.1	6142402	6142830	-	429	0	0	0	0	0	0
gene-AT1G17850	CP002684.1	6145926	6148940	-	3015	1114	1080	1178	1034	1124	980
gene-AT1G05343	CP002684.1	6146600	6146804	+	205	0	1	0	1	2	8
gene-AT1G17860	CP002684.1	6149178	6150038	+	861	3534	3832	3833	3727	3730	2797
gene-AT1G05347	CP002684.1	6149305	6150189	-	885	0	0	0	0	0	2
gene-AT1G17870	CP002684.1	6149939	6152222	-	2284	696	642	568	460	489	397
gene-AT1G05353	CP002684.1	6151974	6152170	+	197	0	0	0	0	0	0
gene-AT1G17880	CP002684.1	6152384	6153982	-	1599	10599	11233	10814	10144	11223	10229
gene-AT1G17890	CP002684.1	6154264	6155804	-	1541	1148	1239	1116	1196	1470	1070
gene-AT1G17910	CP002684.1	6159126	6161615	+	2490	0	0	0	0	0	0
gene-AT1G17920	CP002684.1	6161870	6165820	-	3951	363	424	338	354	364	370
gene-AT1G05357	CP002684.1	6165457	6165736	+	280	0	0	0	0	0	0
gene-AT1G17930	CP002684.1	6166220	6168845	-	2626	472	502	482	588	637	550
gene-AT1G17940	CP002684.1	6169285	6173273	-	3989	516	588	446	656	696	744
gene-AT1G17950	CP002684.1	6177481	6179289	+	1809	64	54	64	64	76	66
gene-AT1G17960	CP002684.1	6180865	6183806	-	2942	92	105	94	78	76	80
gene-AT1G17970	CP002684.1	6184717	6187499	+	2783	1072	1148	1082	1746	1716	1510
gene-AT1G17980	CP002684.1	6187465	6191708	-	4244	1288	1256	1218	1992	1942	1787
gene-AT1G17990	CP002684.1	6192033	6194093	-	2061	22	22	18	21	20	24
gene-AT1G18000	CP002684.1	6194426	6196343	-	1918	4	8	6	2	6	4
gene-AT1G18010	CP002684.1	6199690	6201759	+	2070	2	12	6	2	4	2
gene-AT1G18020	CP002684.1	6202235	6204234	+	2000	10	26	26	20	12	18
gene-AT1G18030	CP002684.1	6204259	6206988	+	2730	519	466	480	640	578	604
gene-AT1G05363	CP002684.1	6205909	6206145	-	237	1	0	0	0	0	0
gene-AT1G18040	CP002684.1	6206871	6209528	-	2658	472	600	480	515	546	538
gene-AT1G05367	CP002684.1	6208146	6208461	+	316	0	0	0	2	0	1
gene-AT1G18050	CP002684.1	6209771	6211588	-	1818	0	4	0	2	2	8
gene-AT1G18060	CP002684.1	6211832	6213591	-	1760	6099	6167	5327	4789	4982	4562
gene-AT1G18070	CP002684.1	6213651	6218384	-	4734	6472	6760	6464	6226	6658	5706
gene-AT1G05373	CP002684.1	6219399	6219615	+	217	0	0	0	0	0	0
gene-AT1G05377	CP002684.1	6219474	6219730	-	257	0	0	0	0	0	0
gene-AT1G18075	CP002684.1	6220646	6220841	+	196	79	97	73	169	205	230
gene-AT1G18080	CP002684.1	6222201	6224242	+	2042	16858	18593	17805	15443	17403	15447
gene-AT1G18090	CP002684.1	6224405	6227822	+	3418	444	628	498	454	479	438
gene-AT1G18100	CP002684.1	6227217	6230194	-	2978	260	376	250	248	224	291
gene-AT1G05383	CP002684.1	6228598	6229147	+	550	0	0	0	0	0	0
gene-AT1G18130	CP002684.1	6235895	6238799	+	2905	6	8	3	2	0	0
gene-AT1G18140	CP002684.1	6238839	6241510	-	2672	182	204	240	226	186	222
gene-AT1G18150	CP002684.1	6244298	6247830	-	3533	2202	2372	2000	2303	2587	2045
gene-AT1G18160	CP002684.1	6248619	6254080	+	5462	2439	2318	2158	2788	3040	2611
gene-AT1G18170	CP002684.1	6254094	6255734	+	1641	1408	1508	1291	1330	1321	1254
gene-AT1G18180	CP002684.1	6255736	6257900	+	2165	194	173	200	220	196	200
gene-AT1G18190	CP002684.1	6257851	6261501	-	3651	1062	988	940	1088	1104	1026
gene-AT1G18193	CP002684.1	6262602	6263258	+	657	0	0	0	0	0	0
gene-AT1G18197	CP002684.1	6263682	6264925	-	1244	18	6	16	35	30	10
gene-AT1G18200	CP002684.1	6265416	6267076	-	1661	121	151	112	505	673	580
gene-AT1G18210	CP002684.1	6266609	6268939	-	2331	1456	1434	1383	2836	3423	3167
gene-AT1G18220	CP002684.1	6269670	6269807	-	138	0	0	0	0	0	0
gene-AT1G05387	CP002684.1	6269849	6270159	+	311	0	0	0	0	0	0
gene-AT1G05397	CP002684.1	6271817	6272422	-	606	8	0	2	6	4	6
gene-AT1G18250	CP002684.1	6276777	6278258	-	1482	1546	1841	1708	1231	1412	1458
gene-AT1G18260	CP002684.1	6278788	6282144	-	3357	2066	2183	2082	2488	2536	2075
gene-AT1G18265	CP002684.1	6282233	6283348	-	1116	157	150	110	198	142	120
gene-AT1G18270	CP002684.1	6283370	6293993	-	10624	3034	3051	3278	3790	3633	3230
gene-AT1G18280	CP002684.1	6294160	6295372	+	1213	0	4	4	10	10	4
gene-AT1G18290	CP002684.1	6297219	6298328	+	1110	30	30	16	76	72	38
gene-AT1G18300	CP002684.1	6299669	6301139	+	1471	186	182	208	4250	4827	4083
gene-AT1G18310	CP002684.1	6301200	6303956	-	2757	4	0	0	0	0	0
gene-AT1G18320	CP002684.1	6304360	6305689	+	1330	64	62	40	36	48	26
gene-AT1G18330	CP002684.1	6305814	6308243	-	2430	948	874	897	2925	2886	2532
gene-AT1G18335	CP002684.1	6308925	6311373	-	2449	332	378	304	448	507	438
gene-AT1G18340	CP002684.1	6311443	6313931	-	2489	518	590	508	657	802	612
gene-AT1G18350	CP002684.1	6315636	6316738	+	1103	0	2	2	0	4	6
gene-AT1G18360	CP002684.1	6316695	6319427	-	2733	1377	1606	1188	1330	1404	1288
gene-AT1G18370	CP002684.1	6319450	6324378	-	4929	1258	1418	1288	1148	1206	1220
gene-AT1G18390	CP002684.1	6325536	6330179	+	4644	314	320	324	694	798	654
gene-AT1G18382	CP002684.1	6325873	6326732	-	860	12	6	4	16	18	14
gene-AT1G18400	CP002684.1	6331398	6333856	+	2459	156	164	132	566	444	384
gene-AT1G18410	CP002684.1	6336300	6342527	-	6228	12	22	28	22	28	34
gene-AT1G18415	CP002684.1	6342940	6345787	-	2848	414	388	397	355	406	378
gene-AT1G18420	CP002684.1	6343330	6345689	+	2360	42	19	55	52	28	46
gene-AT1G18430	CP002684.1	6345764	6345835	+	72	0	0	0	0	4	2
gene-AT1G18440	CP002684.1	6345974	6347918	+	1945	1008	1082	926	900	944	940
gene-AT1G18450	CP002684.1	6348048	6352010	+	3963	2118	2264	2054	2250	2228	2088
gene-AT1G18460	CP002684.1	6352325	6356113	+	3789	5230	4774	5007	4152	4255	3836
gene-AT1G18470	CP002684.1	6355695	6360344	-	4650	1502	1286	1282	2516	2560	2182
gene-AT1G18480	CP002684.1	6361586	6363061	+	1476	554	640	517	568	685	580
gene-AT1G18485	CP002684.1	6363042	6366263	+	3222	757	745	688	709	609	613
gene-AT1G18486	CP002684.1	6366397	6366753	+	357	0	0	0	0	0	0
gene-AT1G18490	CP002684.1	6366520	6368879	+	2360	662	628	614	752	672	668
gene-AT1G18500	CP002684.1	6368966	6373080	+	4115	3666	3564	3980	3517	3798	3205
gene-AT1G18510	CP002684.1	6373265	6374090	+	826	0	0	0	0	0	2
gene-AT1G18520	CP002684.1	6374906	6376333	+	1428	0	0	0	0	0	0
gene-AT1G18530	CP002684.1	6376623	6377256	+	634	4	2	6	2	0	2
gene-AT1G18540	CP002684.1	6376639	6378580	-	1942	15302	16198	15491	13841	15268	14323
gene-AT1G18550	CP002684.1	6381441	6384587	-	3147	398	436	382	344	438	414
gene-AT1G18560	CP002684.1	6385186	6388180	+	2995	306	232	292	220	192	228
gene-AT1G18570	CP002684.1	6389399	6391386	+	1988	566	516	540	472	616	575
gene-AT1G18580	CP002684.1	6395769	6398274	+	2506	788	820	862	660	752	605
gene-AT1G18590	CP002684.1	6398531	6400029	+	1499	1313	1519	1163	468	732	501
gene-AT1G18600	CP002684.1	6400282	6402794	+	2513	974	952	957	794	891	770
gene-AT1G18610	CP002684.1	6405607	6409532	+	3926	575	666	577	656	749	662
gene-AT1G18620	CP002684.1	6409655	6414569	+	4915	6204	6060	5330	7780	8021	7062
gene-AT1G18630	CP002684.1	6414609	6416459	+	1851	350	398	336	336	401	360
gene-AT1G18640	CP002684.1	6416169	6418693	-	2525	992	1015	936	995	1038	998
gene-AT1G18650	CP002684.1	6418838	6421188	-	2351	1976	2112	1954	1889	1978	2034
gene-AT1G18660	CP002684.1	6420856	6425898	+	5043	3887	3898	3454	3284	3755	3166
gene-AT1G18670	CP002684.1	6426709	6431093	-	4385	1280	1302	1000	1642	1700	1529
gene-AT1G18680	CP002684.1	6431938	6433552	-	1615	256	226	256	248	334	248
gene-AT1G18690	CP002684.1	6433517	6437236	+	3720	344	239	311	461	537	482
gene-AT1G18700	CP002684.1	6437474	6444076	+	6603	1758	1688	1577	1986	2235	1863
gene-AT1G05407	CP002684.1	6449229	6449459	-	231	0	0	0	0	0	0
gene-AT1G05413	CP002684.1	6449436	6449681	+	246	0	0	0	0	0	0
gene-AT1G18710	CP002684.1	6450585	6453263	+	2679	830	892	542	3154	4443	3220
gene-AT1G18720	CP002684.1	6457775	6460405	-	2631	2823	3116	3170	3677	3632	3449
gene-AT1G18730	CP002684.1	6460403	6462344	+	1942	5183	5296	4319	4576	4974	4677
gene-AT1G18735	CP002684.1	6461367	6462327	-	961	16	8	7	4	2	0
gene-AT1G18740	CP002684.1	6463849	6465476	+	1628	930	1025	986	12294	14503	11708
gene-AT1G18745	CP002684.1	6465487	6466454	-	968	33	57	38	12	13	16
gene-AT1G05417	CP002684.1	6465796	6465869	-	74	0	0	0	0	0	0
gene-AT1G05423	CP002684.1	6465930	6466011	-	82	0	0	0	0	0	0
gene-AT1G05427	CP002684.1	6466092	6466188	-	97	0	0	0	0	0	0
gene-AT1G05433	CP002684.1	6466303	6466371	-	69	0	0	0	0	0	0
gene-AT1G18750	CP002684.1	6466667	6469984	+	3318	302	300	308	290	302	238
gene-AT1G18760	CP002684.1	6471150	6471824	-	675	0	0	0	0	0	0
gene-AT1G18770	CP002684.1	6473370	6474048	-	679	2	0	0	0	0	0
gene-AT1G18773	CP002684.1	6474802	6475979	+	1178	210	202	184	212	258	200
gene-AT1G18780	CP002684.1	6476258	6477235	-	978	0	0	0	0	0	0
gene-AT1G18790	CP002684.1	6478779	6480043	-	1265	0	0	0	0	0	0
gene-AT1G18800	CP002684.1	6481113	6483646	-	2534	2054	2292	2005	1787	2041	1838
gene-AT1G18810	CP002684.1	6485515	6487153	-	1639	1124	1208	1000	2021	2289	1501
gene-AT1G18820	CP002684.1	6488655	6488735	+	81	0	0	0	0	0	0
gene-AT1G18830	CP002684.1	6489233	6494634	+	5402	68	56	84	134	116	76
gene-AT1G18835	CP002684.1	6495844	6496491	-	648	52	62	46	16	30	20
gene-AT1G05443	CP002684.1	6500050	6500381	+	332	0	0	0	0	0	0
gene-AT1G18840	CP002684.1	6500803	6504567	-	3765	1602	1833	1553	1559	1600	1493
gene-AT1G18850	CP002684.1	6504677	6506542	-	1866	453	532	479	526	554	412
gene-AT1G05447	CP002684.1	6508776	6509012	-	237	0	0	0	0	0	0
gene-AT1G18860	CP002684.1	6508797	6511397	+	2601	187	204	224	210	166	178
gene-AT1G18870	CP002684.1	6515373	6519395	+	4023	1196	1102	934	894	1200	996
gene-AT1G18871	CP002684.1	6519309	6519485	-	177	0	0	0	0	0	0
gene-AT1G18880	CP002684.1	6520721	6523368	+	2648	1153	1310	1315	1060	1230	972
gene-AT1G18879	CP002684.1	6520941	6521124	+	184	0	0	0	0	0	0
gene-AT1G18890	CP002684.1	6522764	6526075	-	3312	1736	1518	1716	2230	2435	1830
gene-AT1G05453	CP002684.1	6525324	6525994	+	671	0	0	0	1	0	2
gene-AT1G18900	CP002684.1	6528984	6532697	+	3714	1240	1353	1140	1192	1363	1089
gene-AT1G18910	CP002684.1	6532559	6538145	-	5587	950	1110	964	992	1183	1006
gene-AT1G18940	CP002684.1	6543781	6545802	+	2022	88	94	84	92	154	66
gene-AT1G18950	CP002684.1	6546177	6552108	+	5932	2035	2076	1850	2459	2484	2199
gene-AT1G18960	CP002684.1	6552752	6554036	+	1285	8	2	4	8	6	2
gene-AT1G18970	CP002684.1	6554496	6555610	-	1115	198	184	182	131	126	96
gene-AT1G18975	CP002684.1	6554683	6557974	+	3292	3	2	2	0	3	1
gene-AT1G18980	CP002684.1	6557181	6558115	-	935	1170	1260	1329	1149	1122	837
gene-AT1G18990	CP002684.1	6558574	6560561	-	1988	46	49	49	68	52	70
gene-AT1G19000	CP002684.1	6560491	6562791	-	2301	17693	17147	15896	15716	16940	13562
gene-AT1G19010	CP002684.1	6565494	6567662	+	2169	458	448	366	532	500	478
gene-AT1G19020	CP002684.1	6568002	6568705	+	704	242	242	229	672	936	750
gene-AT1G19025	CP002684.1	6568674	6570939	+	2266	136	186	146	210	224	189
gene-AT1G19040	CP002684.1	6576077	6577413	+	1337	0	0	0	0	0	0
gene-AT1G19050	CP002684.1	6577833	6579314	-	1482	340	340	228	3653	3522	3014
gene-AT1G19060	CP002684.1	6582066	6583601	-	1536	0	0	0	0	0	0
gene-AT1G19080	CP002684.1	6584241	6586517	+	2277	391	433	410	441	596	451
gene-AT1G19070	CP002684.1	6584454	6584705	+	252	0	0	0	0	0	0
gene-AT1G19086	CP002684.1	6588542	6589338	+	797	0	0	0	0	0	0
gene-AT1G19090	CP002684.1	6589835	6592762	+	2928	0	0	0	0	1	0
gene-AT1G19100	CP002684.1	6594883	6601355	+	6473	692	676	668	740	776	628
gene-AT1G19110	CP002684.1	6602105	6606028	+	3924	3684	3759	3710	4278	4573	3947
gene-AT1G19115	CP002684.1	6606237	6607943	+	1707	2	2	0	8	6	4
gene-AT1G19120	CP002684.1	6608115	6609369	+	1255	710	687	667	724	817	778
gene-AT1G05463	CP002684.1	6608326	6608519	-	194	0	0	0	0	0	0
gene-AT1G19130	CP002684.1	6609325	6610613	-	1289	1121	1146	1134	1240	1202	1020
gene-AT1G05467	CP002684.1	6610071	6610443	+	373	0	0	0	0	0	2
gene-AT1G19140	CP002684.1	6610652	6612609	-	1958	1539	1468	1554	1183	1338	1121
gene-AT1G19150	CP002684.1	6612630	6613972	+	1343	7663	7813	6824	6574	6685	6195
gene-AT1G19160	CP002684.1	6614087	6615214	-	1128	2	4	4	8	4	8
gene-AT1G19170	CP002684.1	6616602	6619006	+	2405	628	570	496	644	740	686
gene-AT1G08925	CP002684.1	6619133	6619997	-	865	0	0	0	1	2	0
gene-AT1G05473	CP002684.1	6620854	6621071	-	218	0	0	0	0	0	0
gene-AT1G19180	CP002684.1	6621777	6623668	+	1892	536	458	416	3454	4738	3800
gene-AT1G19190	CP002684.1	6623823	6624977	+	1155	66	44	60	36	62	48
gene-AT1G19200	CP002684.1	6625012	6626217	-	1206	44	54	52	110	104	72
gene-AT1G19210	CP002684.1	6626794	6627688	-	895	0	0	0	0	2	0
gene-AT1G19220	CP002684.1	6627683	6633133	-	5451	1478	1438	1664	2730	2870	2260
gene-AT1G05477	CP002684.1	6635120	6635338	-	219	0	0	0	0	0	0
gene-AT1G05483	CP002684.1	6642907	6643372	-	466	0	0	0	0	0	0
gene-AT1G05487	CP002684.1	6642987	6643519	+	533	8	13	18	8	9	6
gene-AT1G19230	CP002684.1	6643942	6649375	+	5434	615	431	524	413	449	348
gene-AT1G19240	CP002684.1	6649243	6650446	-	1204	313	262	232	238	331	270
gene-AT1G19250	CP002684.1	6650476	6653195	-	2720	154	20	34	22	16	26
gene-AT1G19260	CP002684.1	6657260	6659569	-	2310	0	0	0	0	0	0
gene-AT1G19270	CP002684.1	6662417	6666032	+	3616	452	438	449	710	752	729
gene-AT1G19290	CP002684.1	6666074	6669576	+	3503	458	430	412	442	423	453
gene-AT1G05493	CP002684.1	6669408	6669795	-	388	0	0	0	0	0	0
gene-AT1G05497	CP002684.1	6670303	6670780	+	478	0	0	0	0	0	0
gene-AT1G19300	CP002684.1	6671095	6672777	-	1683	270	292	270	413	486	330
gene-AT1G19310	CP002684.1	6676210	6677680	-	1471	304	290	298	638	635	466
gene-AT1G19320	CP002684.1	6679281	6680252	+	972	6	4	2	32	42	30
gene-AT1G19330	CP002684.1	6680423	6683559	-	3137	1180	1027	948	1304	1369	1188
gene-AT1G19340	CP002684.1	6684467	6687116	+	2650	250	210	214	178	208	162
gene-AT1G19350	CP002684.1	6688463	6691216	+	2754	7961	8756	8545	9421	9957	8545
gene-AT1G19360	CP002684.1	6690399	6692566	-	2168	1460	1536	1262	1572	1591	1477
gene-AT1G19370	CP002684.1	6692724	6695055	-	2332	218	246	284	2407	2392	2374
gene-AT1G19371	CP002684.1	6695420	6695609	-	190	1	2	2	0	0	2
gene-AT1G19373	CP002684.1	6697178	6697253	+	76	0	2	6	6	2	8
gene-AT1G19376	CP002684.1	6697438	6697524	+	87	2	3	0	0	3	1
gene-AT1G19380	CP002684.1	6697874	6698858	+	985	104	128	88	758	771	914
gene-AT1G08935	CP002684.1	6700455	6700686	+	232	0	0	1	0	0	0
gene-AT1G19390	CP002684.1	6700756	6703368	-	2613	0	8	4	0	2	0
gene-AT1G19394	CP002684.1	6709773	6710670	+	898	0	0	0	0	0	0
gene-AT1G19396	CP002684.1	6709778	6711788	+	2011	1	6	3	3	2	3
gene-AT1G19397	CP002684.1	6710851	6711787	+	937	0	0	0	0	0	0
gene-AT1G19400	CP002684.1	6712022	6714483	-	2462	3808	3607	3087	6665	6793	5459
gene-AT1G19410	CP002684.1	6714492	6716439	-	1948	0	2	0	2	0	6
gene-AT1G05503	CP002684.1	6718602	6719196	+	595	59	51	35	60	64	55
gene-AT1G19430	CP002684.1	6724413	6728075	-	3663	1290	1342	1192	1466	1513	1188
gene-AT1G19440	CP002684.1	6728747	6730931	+	2185	911	834	842	696	732	582
gene-AT1G19450	CP002684.1	6731411	6735024	-	3614	3743	4141	4062	4082	4457	3918
gene-AT1G19460	CP002684.1	6738484	6739734	+	1251	0	0	0	0	0	0
gene-AT1G19464	CP002684.1	6740500	6740591	+	92	2	0	4	22	38	33
gene-AT1G19470	CP002684.1	6741296	6742534	+	1239	0	0	0	4	0	0
gene-AT1G19480	CP002684.1	6744353	6746635	+	2283	405	482	454	313	332	348
gene-AT1G19485	CP002684.1	6746778	6751609	+	4832	1499	1301	1314	1208	1276	1103
gene-AT1G19490	CP002684.1	6751544	6754073	-	2530	554	617	455	442	484	320
gene-AT1G19500	CP002684.1	6754665	6755684	-	1020	6	4	4	0	0	0
gene-AT1G19510	CP002684.1	6756237	6757420	-	1184	88	72	76	112	110	106
gene-AT1G19520	CP002684.1	6759859	6762847	+	2989	1520	1650	1714	1510	1562	1164
gene-AT1G19530	CP002684.1	6763765	6765049	+	1285	260	206	112	637	330	520
gene-AT1G19540	CP002684.1	6765653	6768290	+	2638	124	108	112	204	214	200
gene-AT1G19550	CP002684.1	6767451	6768158	-	708	37	34	48	35	24	32
gene-AT1G19565	CP002684.1	6772084	6773131	-	1048	14	25	13	23	11	14
gene-AT1G19570	CP002684.1	6773302	6774523	-	1222	13615	14128	13232	11985	13020	11776
gene-AT1G19580	CP002684.1	6774683	6777568	+	2886	1351	1396	1292	1228	1392	1286
gene-AT1G19600	CP002684.1	6778887	6781222	+	2336	2474	2546	2421	2387	2608	2442
gene-AT1G19610	CP002684.1	6781483	6782216	-	734	56	22	16	22	32	10
gene-AT1G19630	CP002684.1	6783803	6788175	-	4373	124	196	172	82	70	152
gene-AT1G19620	CP002684.1	6784020	6785075	+	1056	71	53	54	83	91	106
gene-AT1G19640	CP002684.1	6788885	6791919	-	3035	212	168	204	130	202	148
gene-AT1G19650	CP002684.1	6796137	6799764	-	3628	1770	1817	1702	1340	1462	1225
gene-AT1G19660	CP002684.1	6799969	6802906	-	2938	8614	7971	6755	8623	8821	7541
gene-AT1G19670	CP002684.1	6803486	6805092	-	1607	2682	2346	2204	1088	1232	946
gene-AT1G19680	CP002684.1	6805430	6807862	+	2433	1554	1440	1412	1686	1788	1520
gene-AT1G19690	CP002684.1	6807715	6809642	-	1928	487	490	428	452	453	539
gene-AT1G19700	CP002684.1	6809585	6813063	-	3479	3603	3161	3006	2420	2698	1967
gene-AT1G05507	CP002684.1	6813647	6814005	+	359	0	0	0	0	0	0
gene-AT1G19710	CP002684.1	6814704	6816876	+	2173	556	595	530	480	468	486
gene-AT1G19715	CP002684.1	6816702	6819542	-	2841	4033	4003	3323	4378	4485	4290
gene-AT1G19720	CP002684.1	6819564	6822711	-	3148	4780	4678	4315	6000	5891	4822
gene-AT1G19730	CP002684.1	6822847	6824071	-	1225	458	390	376	442	512	466
gene-AT1G19740	CP002684.1	6824246	6825459	+	1214	4027	4011	3877	4861	4889	4413
gene-AT1G19750	CP002684.1	6826830	6830330	+	3501	58	70	54	80	92	58
gene-AT1G19770	CP002684.1	6832325	6833837	+	1513	2459	2830	2852	7842	9570	7380
gene-AT1G19780	CP002684.1	6833669	6836633	-	2965	14	22	30	22	16	10
gene-AT1G19790	CP002684.1	6838120	6840313	-	2194	34	40	40	62	44	40
gene-AT1G19800	CP002684.1	6846338	6848128	+	1791	2046	2024	2019	1815	1976	1775
gene-AT1G19830	CP002684.1	6852116	6852945	+	830	24	30	40	12	12	18
gene-AT1G19835	CP002684.1	6855899	6860563	-	4665	5132	5329	4977	5656	5756	6060
gene-AT1G19840	CP002684.1	6872275	6873358	-	1084	154	136	132	88	106	78
gene-AT1G19850	CP002684.1	6886669	6891404	+	4736	1592	1670	1614	1556	1664	1528
gene-AT1G19860	CP002684.1	6891382	6894752	-	3371	1070	1182	885	1243	1288	1010
gene-AT1G19870	CP002684.1	6895009	6898818	-	3810	4088	4152	4300	4674	5283	4054
gene-AT1G19880	CP002684.1	6900337	6904155	-	3819	2518	2854	2516	2834	3051	2556
gene-AT1G19890	CP002684.1	6904963	6906028	+	1066	0	2	0	0	0	0
gene-AT1G19900	CP002684.1	6906899	6908805	-	1907	48	56	70	78	60	70
gene-AT1G19910	CP002684.1	6913001	6914634	+	1634	6952	6903	6388	6641	6636	6291
gene-AT1G19920	CP002684.1	6914518	6916823	-	2306	5623	6429	5600	3972	4482	3882
gene-AT1G19930	CP002684.1	6917020	6918138	+	1119	0	0	0	0	0	0
gene-AT1G19940	CP002684.1	6918159	6921979	-	3821	91	92	106	94	114	104
gene-AT1G19950	CP002684.1	6924091	6926741	+	2651	466	496	552	364	432	394
gene-AT1G19960	CP002684.1	6927736	6928656	+	921	614	380	246	294	382	228
gene-AT1G19968	CP002684.1	6930261	6930985	+	725	44	32	44	10	14	12
gene-AT1G19970	CP002684.1	6931012	6932826	-	1815	523	608	512	436	424	416
gene-AT1G19980	CP002684.1	6933015	6935053	+	2039	240	282	248	330	362	378
gene-AT1G19990	CP002684.1	6935218	6936928	+	1711	445	494	519	406	542	491
gene-AT1G20000	CP002684.1	6936898	6937666	-	769	0	0	0	0	0	0
gene-AT1G20010	CP002684.1	6937719	6940832	-	3114	3180	3604	3222	6028	6505	5319
gene-AT1G20015	CP002684.1	6941285	6941373	+	89	13	6	24	6	16	24
gene-AT1G05517	CP002684.1	6941873	6942155	-	283	10	1	0	1	0	0
gene-AT1G20020	CP002684.1	6942625	6945091	+	2467	26370	27240	23965	28205	30162	26505
gene-AT1G20030	CP002684.1	6945425	6947344	+	1920	252	280	242	904	1140	1001
gene-AT1G20040	CP002684.1	6948860	6948943	-	84	0	0	0	0	0	0
gene-AT1G20050	CP002684.1	6949043	6950509	+	1467	2199	2413	2252	2229	2523	2354
gene-AT1G20060	CP002684.1	6950393	6956400	-	6008	318	346	372	287	393	303
gene-AT1G20065	CP002684.1	6956374	6958075	+	1702	2	26	26	4	24	12
gene-AT1G05523	CP002684.1	6957968	6959124	+	1157	2	0	0	2	4	2
gene-AT1G20070	CP002684.1	6958010	6959148	-	1139	424	450	414	608	726	774
gene-AT1G05527	CP002684.1	6959160	6959605	+	446	0	0	0	0	0	0
gene-AT1G05533	CP002684.1	6961365	6961574	+	210	2	0	0	0	0	0
gene-AT1G20080	CP002684.1	6962030	6965443	+	3414	9	14	12	16	10	8
gene-AT1G20090	CP002684.1	6966842	6969009	+	2168	2952	3155	3054	3546	3700	4068
gene-AT1G20100	CP002684.1	6969025	6971036	-	2012	3307	3264	2747	6311	7028	6184
gene-AT1G20110	CP002684.1	6971424	6975130	+	3707	2980	3049	3148	3818	3704	3126
gene-AT1G20120	CP002684.1	6975339	6977267	+	1929	82	34	56	70	79	98
gene-AT1G20130	CP002684.1	6977753	6980241	+	2489	0	0	0	4	0	2
